Address,City,County,Id,License,State,Structure Type,Latitude,Longitude,Structure
19756 NORTHWEST ROAD (77839),Dawson,NAVARRO,26818,AT&T,TX,GTOWER,31.908194444,-96.731694444,127.4
1391 FM 246 W (77845),WORTHAM,NAVARRO,26819,AT&T,TX,LTOWER,31.876527778,-96.346138889,60.7
6224 Clear Creek Road (103639),Mabank,HENDERSON,26820,AT&T,TX,LTOWER,32.23625,-96.061111111,76.2
3514 N BUSINESS 45 (25439),CORSICANA,NAVARRO,26821,AT&T,TX,LTOWER,32.131388889,-96.466222222,78.6
26759 I-20 (45399),WILLS POINT,VAN ZANDT,26822,AT&T,TX,GTOWER,32.625361111,-96.006027778,127.4
611 VAN ZANDT COUNTY ROAD 2132 (77840),CANTON,VAN ZANDT,26823,AT&T,TX,GTOWER,32.582111111,-95.905944444,80.2
110 FARM MARKET 637 (77848),CORSICANA,NAVARRO,26824,AT&T,TX,LTOWER,32.019027778,-96.310888889,59.7
412 LAKE DRIVE (77831),Wills Point,VAN ZANDT,26825,AT&T,TX,LTOWER,32.720611111,-95.995138889,57
338 LUTHER LANE (77843),Gun Barrel City,HENDERSON,26826,AT&T,TX,GTOWER,32.325277778,-96.119166667,95.7
4083 CR 2300 (77854),CANTON,VAN ZANDT,26827,AT&T,TX,GTOWER,32.436277778,-95.947944444,78.9
32550 COUNTY ROAD 2142 (77856),SEVEN POINTS,HENDERSON,26828,AT&T,TX,LTOWER,32.342972222,-96.330027778,79.2
37255 FARM MARKET (114482),Linn,HIDALGO,6654,AT&T,TX,LTOWER,26.6405,-98.339694444,89.9
7 MILE NORTH OF HIGHWAY 186 ON HIGHWAY 281 (64614),LINN,HIDALGO,6653,AT&T,TX,GTOWER,26.653722222,-98.1135,141.4
HIGHWAY 83 1 MILE WEST OF FARM MARKET 2221 (64612),LA JOYA,HIDALGO,6652,AT&T,TX,GTOWER,26.248527778,-98.504,80.5
37255 FARM MARKET (114482),Linn,HIDALGO,6651,AT&T,TX,LTOWER,26.6405,-98.339694444,89.9
7 MILE NORTH OF HIGHWAY 186 ON HIGHWAY 281 (64614),LINN,HIDALGO,6650,AT&T,TX,GTOWER,26.653722222,-98.1135,141.4
HIGHWAY 83 1 MILE WEST OF FARM MARKET 2221 (64612),LA JOYA,HIDALGO,6649,AT&T,TX,GTOWER,26.248527778,-98.504,80.5
3799 Hwy 31,Axtell,MCLENNAN,6618,AT&T,TX,GTOWER,31.669305556,-96.985222222,77.7
1932 Grady Calvery Road,West,MCLENNAN,6616,AT&T,TX,LTOWER,31.828194444,-97.091888889,55.5
402 WEST MOONLIGHT DRIVE,WACO,MCLENNAN,6615,AT&T,TX,MTOWER,31.455861111,-97.116055556,52.4
3112 CHISOLM TRAIL (7982),CRAWFORD,MCLENNAN,6614,AT&T,TX,LTOWER,31.570055556,-97.427805556,96.9
337 MEIER SETTLEMENT ROAD (7972),Riesel,MCLENNAN,6613,AT&T,TX,MTOWER,31.508277778,-96.910666667,49.7
10705 SOUTH LONE STAR PARKWAY (7968),Moody,MCLENNAN,6612,AT&T,TX,MTOWER,31.301777778,-97.362333333,49.4
HIGHWAY 84 AND COUNTY ROAD 454 (7962),MC GREGOR,MCLENNAN,6611,AT&T,TX,GTOWER,31.436416667,-97.4795,90.2
3799 Hwy 31,Axtell,MCLENNAN,6610,AT&T,TX,GTOWER,31.669305556,-96.985222222,77.7
1932 Grady Calvery Road,West,MCLENNAN,6608,AT&T,TX,LTOWER,31.828194444,-97.091888889,55.5
402 WEST MOONLIGHT DRIVE,WACO,MCLENNAN,6607,AT&T,TX,MTOWER,31.455861111,-97.116055556,52.4
3112 CHISOLM TRAIL (7982),CRAWFORD,MCLENNAN,6606,AT&T,TX,LTOWER,31.570055556,-97.427805556,96.9
337 MEIER SETTLEMENT ROAD (7972),Riesel,MCLENNAN,6605,AT&T,TX,MTOWER,31.508277778,-96.910666667,49.7
10705 SOUTH LONE STAR PARKWAY (7968),Moody,MCLENNAN,6604,AT&T,TX,MTOWER,31.301777778,-97.362333333,49.4
HIGHWAY 84 AND COUNTY ROAD 454 (7962),MC GREGOR,MCLENNAN,6603,AT&T,TX,GTOWER,31.436416667,-97.4795,90.2
6001 EAST COTTONWOOD ROAD (86649),GARDENDALE,ECTOR,6272,AT&T,TX,LTOWER,32.010527778,-102.356777778,58.5
16711 NORTH ASTER AVENUE (43068),Gardendale,ECTOR,6271,AT&T,TX,LTOWER,32.024666667,-102.39425,57
597 EAST HIGHWAY 302 (67677),NOTREES,ECTOR,6270,AT&T,TX,GTOWER,31.922972222,-102.786833333,84.4
1198 South Texaco Plant Road (67675),PENWELL,ECTOR,6269,AT&T,TX,GTOWER,31.720305556,-102.601638889,105.2
4101 E 42nd Street (67672),Odessa,ECTOR,6268,AT&T,TX,MTOWER,31.892888889,-102.338416667,47.5
8545 US HIGHWAY 385 NORTH (77928),Crane,CRANE,6267,AT&T,TX,GTOWER,31.638027778,-102.329722222,106.1
3125 E University Blvd (117960),Odessa,ECTOR,6266,AT&T,TX,MTOWER,31.877027778,-102.348916667,19.5
3001 NORTH FARM MARKET 181 (67671),Goldsmith,ECTOR,6265,AT&T,TX,LTOWER,32.008277778,-102.692888889,58.8
2200'  NE  FROM  I/S  OF EAST 3RD STREET  &  GARFIELD AVE. (McGregor Site),MCGREGOR,MCLENNAN,7699,Verizon,TX,TOWER,31.444861111,-97.395027778,97.5
2150' NW  FROM  THE I/S  CNTY LINE RD  &  ST. RTE 2957 (Belle Meade),BELLMEAD,MCLENNAN,7698,Verizon,TX,TOWER,31.597055556,-96.8605,99
3800' NE FROM I/S  OF STATE ROUTES 1858  &  3149 (west site),WEST,MCLENNAN,7697,Verizon,TX,TOWER,31.762694444,-97.142972222,124.9
"14,700'  NW  FROM  I/S  OF  STATE ROUTES 317  &  185 (Crawford site)",CRAWFORD,MCLENNAN,7696,Verizon,TX,TOWER,31.564138889,-97.480861111,83.8
356 Spring Lake Rd  (Waco North site),ELM MOTT,MCLENNAN,7695,Verizon,TX,TOWER,31.650194444,-97.106416667,49.9
1538H MCBRIDE (65455),Anahuac,CHAMBERS,5978,AT&T,TX,GTOWER,29.844027778,-94.500583333,95.7
10915 OLD NEEDLEPOINT ROAD (64119),BAYTOWN,CHAMBERS,5977,AT&T,TX,LTOWER,29.8185,-94.891444444,76.8
400 BLOCK OF SH 87 (65451),PORT BOLIVAR,GALVESTON,5976,AT&T,TX,MTOWER,29.4945,-94.539388889,44.5
1020 HWY 87 (65442),Crystal Beach,GALVESTON,5975,AT&T,TX,MTOWER,29.441,-94.666694444,39
IH-10 AT FARM MARKET 563 (56370),Wallisville,CHAMBERS,5974,AT&T,TX,GTOWER,29.844416667,-94.703888889,151.8
46718 I-10 East (16027),WINNIE,CHAMBERS,5973,AT&T,TX,LTOWER,29.841222222,-94.373722222,89.6
7510 NORTH FARM MARKET 565 ROAD (16023),BAYTOWN,CHAMBERS,5972,AT&T,TX,LTOWER,29.846472222,-94.812777778,61
2806 Broadway (16111),SAN LEON,GALVESTON,5971,AT&T,TX,GTOWER,29.499527778,-94.961972222,143.6
13100 FM Road 1941 (78205),Winnie,CHAMBERS,5970,AT&T,TX,LTOWER,29.715055556,-94.375472222,80.5
"0.8 mile N of US-60, 3.35 miles E of SR-70, 2.0 miles E of",PAMPA,GRAY,28252,Verizon,TX,TOWER,35.545333333,-100.913194444,114.6
0.1 miles W of State Route 70 & 2.9 miles N of State Route 759,PERRYTON,OCHILTREE,28253,Verizon,TX,TOWER,36.230861111,-100.822083333,129.2
9901 I-40,Panhandle,CARSON,28254,Verizon,TX,TOWER,35.208694444,-101.346,115.8
"NE of I-83/60 and Hwy 33 (Canadian, T2 #4050)",Canadian,HEMPHILL,28255,Verizon,TX,GTOWER,35.814166667,-100.389833333,125.9
0.1 miles W of State Route 1547 & .5 miles S of Interstate 40,Shamrock,COLLINGSWORTH,28256,Verizon,TX,TOWER,35.160333333,-100.344833333,129.2
1.15 miles W of US Route 287,Hedley,DONLEY,28257,Verizon,TX,TOWER,34.804027778,-100.603972222,121.9
0.1 mi W of SR1319&0.2 mi N of SR136 (Borger),Borger,HUTCHINSON,28258,Verizon,TX,TOWER,35.648638889,-101.472666667,118
(Gruver) 9450 FM 278,Gruver,HANSFORD,28259,Verizon,TX,LTOWER,36.260777778,-101.391138889,96.3
0.1 mile S of State Route 2162,CLARENDON,DONLEY,28260,Verizon,TX,TOWER,34.931777778,-100.912861111,107
13099 I-40,ALAN REED,GRAY,28261,Verizon,TX,TOWER,35.215888889,-100.744027778,100.6
2.6 KM S OF TX HWY 152,Wheeler,WHEELER,28262,Verizon,TX,TOWER,35.421666667,-100.29,77.4
0.2 miles W of State Route 1035 & 0.2 miles N of State Route 338,WELLINGTON,COLLINGSWORTH,28263,Verizon,TX,TOWER,34.853055556,-100.226388889,95.1
605 E KENNTH AVE,SPEARMAN,HANSFORD,28265,Verizon,TX,TOWER,36.198055556,-101.185277778,68.8
8 MI LIPSCOMB CTY,Follett,LIPSCOMB,28266,Verizon,TX,TOWER,36.375194444,-100.257055556,97.5
"0.3 MI S OF SR-15, 0.6 MI E OS US-83, ON INDUSTRIAL RD.",Perryton,OCHILTREE,28267,Verizon,TX,TOWER,36.401666667,-100.794444444,97.5
0.4 miles W of State Route 136/207,Stinnett,HUTCHINSON,28268,Verizon,TX,TOWER,35.845805556,-101.448194444,151.2
0.1 miles W of State Route 282 & 3 Miles N of US Route 60,Pampa,ROBERTS,28269,Verizon,TX,TOWER,35.681388889,-100.716944444,151.2
(Hwy 70 North) 134.122 MI S OF PERRYTON TX 1 MI SSW FROM SH 70 INT WITH FM 281,PERRYTON,ROBERTS,28273,Verizon,TX,TOWER,36.045305556,-100.802916667,136.6
(Panhandle) 1290 County Road 11 (035754),Panhandle,CARSON,28274,Verizon,TX,GTOWER,35.338833333,-101.397138889,93.3
(Skellytown) S OF HWY 152 ON FM 294 3 MI W 1/2 MI ON DIRT RD,SKELLY,CARSON,28275,Verizon,TX,GTOWER,35.516027778,-101.174305556,124.9
22310 U.S. HWY 60 (Pantex #75624),AMARILLO,CARSON,28276,Verizon,TX,GTOWER,35.274111111,-101.577472222,76.2
0.10 miles North of Interstate 40,Groom,GRAY,28278,Verizon,TX,TOWER,35.189888889,-101.036583333,95.1
14865 FM 1649   (104010),ORE CITY,UPSHUR,28288,AT&T,TX,GTOWER,32.795277778,-94.741666667,82.3
937 WILEY BOULEVARD   (67696),Big Sandy,UPSHUR,28289,AT&T,TX,GTOWER,32.598194444,-95.107944444,89.9
9929 FM 729   (97928),Avinger,MARION,28290,AT&T,TX,LTOWER,32.796944444,-94.568611111,81.7
6922 TX-49   (158562),Marion,MARION,28291,AT&T,TX,GTOWER,32.816722222,-94.151333333,112.8
2825 FM 1002S   (103133),Big Sandy,UPSHUR,28292,AT&T,TX,GTOWER,32.735,-95.140722222,95.7
2988 Kingfisher Rd   (67681),Gilmer,UPSHUR,28293,AT&T,TX,GTOWER,32.630555556,-94.895555556,125.9
7989 FM 2088   (104563),GILMER,UPSHUR,28294,AT&T,TX,GTOWER,32.853833333,-95.06025,94.5
4401 US Hwy 271 N   (67680),Gilmer,UPSHUR,28295,AT&T,TX,GTOWER,32.791833333,-94.952611111,93.3
2309 HIGHWAY 155 SOUTH   (67683),GILMER,UPSHUR,28296,AT&T,TX,GTOWER,32.706638889,-94.97275,64
486 FM 881   (67692),JEFFERSON,MARION,28297,AT&T,TX,GTOWER,32.7675,-94.366388889,94.5
14865 FM 1649   (104010),ORE CITY,UPSHUR,28298,AT&T,TX,GTOWER,32.795277778,-94.741666667,82.3
937 WILEY BOULEVARD   (67696),Big Sandy,UPSHUR,28299,AT&T,TX,GTOWER,32.598194444,-95.107944444,89.9
9929 FM 729   (97928),Avinger,MARION,28300,AT&T,TX,LTOWER,32.796944444,-94.568611111,81.7
6922 TX-49   (158562),Marion,MARION,28301,AT&T,TX,GTOWER,32.816722222,-94.151333333,112.8
2825 FM 1002S   (103133),Big Sandy,UPSHUR,28302,AT&T,TX,GTOWER,32.735,-95.140722222,95.7
2988 Kingfisher Rd   (67681),Gilmer,UPSHUR,28303,AT&T,TX,GTOWER,32.630555556,-94.895555556,125.9
7989 FM 2088   (104563),GILMER,UPSHUR,28304,AT&T,TX,GTOWER,32.853833333,-95.06025,94.5
4401 US Hwy 271 N   (67680),Gilmer,UPSHUR,28305,AT&T,TX,GTOWER,32.791833333,-94.952611111,93.3
2309 HIGHWAY 155 SOUTH   (67683),GILMER,UPSHUR,28306,AT&T,TX,GTOWER,32.706638889,-94.97275,64
486 FM 881   (67692),JEFFERSON,MARION,28307,AT&T,TX,GTOWER,32.7675,-94.366388889,94.5
338 CHESTNUT AVENUE,WINNIE,CHAMBERS,7388,Verizon,TX,TOWER,29.815777778,-94.379638889,93.3
APPROX. 2.45 MILES NE OF HWY 146 & INTERSTATE 10,MONT BELVIEU,CHAMBERS,7386,Verizon,TX,TOWER,29.842166667,-94.866583333,78
APPROX. 1345' NORTHEAST OF THE INTERSECTION OF FM 1724 AND STATE ROUTE 65,MONROE,CHAMBERS,7385,Verizon,TX,TOWER,29.792166667,-94.570194444,150.6
338 CHESTNUT AVENUE,WINNIE,CHAMBERS,7383,Verizon,TX,TOWER,29.815777778,-94.379638889,93.3
APPROX. 2.45 MILES NE OF HWY 146 & INTERSTATE 10,MONT BELVIEU,CHAMBERS,7381,Verizon,TX,TOWER,29.842166667,-94.866583333,78
APPROX. 1345' NORTHEAST OF THE INTERSECTION OF FM 1724 AND STATE ROUTE 65,MONROE,CHAMBERS,7380,Verizon,TX,TOWER,29.792166667,-94.570194444,150.6
0.3 MI EAST OF (46177),SAN YGNACIO,ZAPATA,28804,AT&T,TX,GTOWER,27.042972222,-99.429972222,120.4
937 N IH 37 Access (78152),GEORGE WEST,LIVE OAK,28805,AT&T,TX,GTOWER,28.254888889,-97.919555556,113.4
OFF HWY 755 (78123),RIO GRANDE CITY,STARR,28806,AT&T,TX,GTOWER,26.384472222,-98.793555556,117.6
3 1 MI NE OF SAN YGNACIO ON FM 3169 1ST TWR (78127),SAN YGNACIO,ZAPATA,28807,AT&T,TX,GTOWER,27.063361111,-99.395,59.1
East side of Interstate 83 (78133),Laredo,ZAPATA,28808,AT&T,TX,GTOWER,27.282833333,-99.425611111,78.3
13402-B WHITECAP BOULEVARD,CORPUS CHRISTI,NUECES,28809,AT&T,TX,LTOWER,27.60225,-97.249222222,25.6
272 Liska Road (78134),THREE RIVERS,LIVE OAK,28810,AT&T,TX,GTOWER,28.554,-98.187972222,144.5
3.5 MILES NORTH ON HWY 16 (78139),HEBBRONVILLE,DUVAL,28811,AT&T,TX,GTOWER,27.362472222,-98.66925,85
FARM MARKET 16 AND 649 (78154),HEBRONVILLE,JIM HOGG,28812,AT&T,TX,GTOWER,27.076694444,-98.88225,104.8
HIGHWAY 2295 AND HIGHWAY 16 (78159),BENAVIDES,DUVAL,28813,AT&T,TX,GTOWER,27.595472222,-98.657,57.9
8585 FM 1333 (78166),CHARLOTTE,ATASCOSA,28814,AT&T,TX,LTOWER,28.985777778,-98.713555556,70.1
10 MI NNW OF ALICE NEAR COUNTY ROAD 170,ALICE,JIM WELLS,28815,AT&T,TX,GTOWER,27.882805556,-98.140555556,150.3
YOUNG DRIVE FARM MARKET 1038 (46202),Kingsville,KLEBERG,28816,AT&T,TX,LTOWER,27.542444444,-97.862888889,48.8
16170 SH 16 N    (100709),Poteet,ATASCOSA,28817,AT&T,TX,LTOWER,29.143305556,-98.588583333,81.7
"ROUTE 30, BOX 497 (78114)",San Antonio,ATASCOSA,28818,AT&T,TX,GTOWER,29.111666667,-98.438333333,99.1
150 WEST COUNTY ROAD 316 (78039),CHARLOTTE,ATASCOSA,28819,AT&T,TX,GTOWER,28.861027778,-98.791888889,60
HIGHWAY 97 AT LA SALLE / MCMULLEN COUNTY LINE (78046),FOWLERTON,LA SALLE,28820,AT&T,TX,GTOWER,28.503138889,-98.85725,60.4
19710 I-35 (78118),LYTLE,ATASCOSA,28821,AT&T,TX,LTOWER,29.22725,-98.787138889,58.2
16 SOUTHWEST JUNCTION ROUTE 359 AND 649 (70004),Laredo,WEBB,28822,AT&T,TX,GTOWER,27.355027778,-99.231444444,184.4
42144 NORTH HIGHWAY 281 (64614),LINN,HIDALGO,28823,AT&T,TX,GTOWER,26.653722222,-98.1135,141.4
"1.7 MILES W OF INT FM 107 & FM 2294, APPROX 2640' S FM 1017 (78122)",SAN ISIDRO,STARR,28824,AT&T,TX,GTOWER,26.71075,-98.463333333,101.8
5083 SOUTH US HIGHWAY 83 (78125),FALCON,ZAPATA,28825,AT&T,TX,GTOWER,26.623888889,-99.090888889,105.8
7616 FM 755 (78169),Rio Grande City,STARR,28835,AT&T,TX,LTOWER,26.583638889,-98.637111111,89
7199 Deepwell  (70062),Bryan,BRAZOS,5572,AT&T,TX,LTOWER,30.86775,-96.319722222,60.7
STATE HIGHWAY 6  (70054),Millican,BRAZOS,5571,AT&T,TX,GTOWER,30.478972222,-96.171194444,104.6
2232 SMETANA ROAD  (64094),BRYAN,BRAZOS,5570,AT&T,TX,GTOWER,30.658333333,-96.461166667,122.8
4811 JORDAN PLACE  (70070),COLLEGE STATION,BRAZOS,5569,AT&T,TX,LTOWER,30.494194444,-96.272166667,77.1
8010 B  Jones Rd.  (70052),COLLEGE STATION,BRAZOS,5568,AT&T,TX,GTOWER,30.589111111,-96.403833333,51.2
1400 ARRINGTON RD  (64206),COLLEGE STATION,BRAZOS,5567,AT&T,TX,LTOWER,30.554,-96.259944444,68.6
7199 Deepwell  (70062),Bryan,BRAZOS,5566,AT&T,TX,LTOWER,30.86775,-96.319722222,60.7
STATE HIGHWAY 6  (70054),Millican,BRAZOS,5565,AT&T,TX,GTOWER,30.478972222,-96.171194444,104.6
2232 SMETANA ROAD  (64094),BRYAN,BRAZOS,5564,AT&T,TX,GTOWER,30.658333333,-96.461166667,122.8
4811 JORDAN PLACE  (70070),COLLEGE STATION,BRAZOS,5563,AT&T,TX,LTOWER,30.494194444,-96.272166667,77.1
8010 B  Jones Rd.  (70052),COLLEGE STATION,BRAZOS,5562,AT&T,TX,GTOWER,30.589111111,-96.403833333,51.2
1400 ARRINGTON RD  (64206),COLLEGE STATION,BRAZOS,5561,AT&T,TX,LTOWER,30.554,-96.259944444,68.6
(Lake Jackson) 655 W Highway 332,Lake Jackson,BRAZORIA,19558,Verizon,TX,LTOWER,29.048888889,-95.488333333,74.9
Pattison RL 5499 FM 359,Brookshire,WALLER,19557,Verizon,TX,TOWER,29.849666667,-95.996722222,70
Eagle Air Park Site 203 1/2 FM 2611,Brazoria,BRAZORIA,19556,Verizon,TX,TOWER,28.983861111,-95.516972222,79.2
(Tip site) 25680 FM 149,RICHARDS,MONTGOMERY,19555,Verizon,TX,TOWER,30.540166667,-95.761638889,124.4
2412 Lamar,HOUSTON,HARRIS,19554,Verizon,TX,TOWER,29.748555556,-95.353277778,42
5606 N. JACKSON STREET,JACKSONVILLE,CHEROKEE,29528,Verizon,TX,TOWER,32.018888889,-95.279722222,124.4
"7,400' SE  FROM  I/S  OF U.S. ROUTE  69  &  ST. RT. 343",JACKSONVILLE,CHEROKEE,29530,Verizon,TX,TOWER,31.768611111,-95.111944444,128
DE BERRY CELL SITE- 3200' ESE OF US RTE 79 & SR 31,RUSK,PANOLA,29538,Verizon,TX,TOWER,32.300833333,-94.156944444,99.1
SOUTH JACKSONVILLE III CELL SITE RT 1 BOX 428A,JACKSONVILLE,CHEROKEE,29539,Verizon,TX,TOWER,31.933611111,-95.233611111,121.6
15335 DORA LN,SUGARLAND,FORT BEND,19553,Verizon,TX,TOWER,29.655638889,-95.654472222,41.1
19903-A Fieldtree Drive,Humble,HARRIS,19552,Verizon,TX,TOWER,30.008444444,-95.277027778,46.6
19903 Huffsmith Kohrville,Houston,HARRIS,19550,Verizon,TX,TOWER,30.052722222,-95.590777778,48.2
(Arcola site) 7416 Daniel,Baytown,FORT BEND,19547,Verizon,TX,TOWER,29.477194444,-95.474944444,48.2
(Beasley site) 8211 Loop 540 (A3F0027A),BEASLEY,FORT BEND,19546,Verizon,TX,TOWER,29.487888889,-95.932944444,61
(Delaney site) 22223 LOOP 494,KINGWOOD,HARRIS,19545,Verizon,TX,TOWER,30.03575,-95.255111111,48.5
20025 BAUER ROAD,Hockley,HARRIS,19541,Verizon,TX,TOWER,30.066055556,-95.782166667,97.5
(Angelton site) 24788 Country Road 48,Angleton,BRAZORIA,19540,Verizon,TX,GTOWER,29.214138889,-95.431055556,72.5
1.3 MI. WNW OF FM2978 & FM105 INTERS.  ON SUMRALL RD,VOTAW,HARDIN,19537,Verizon,TX,TOWER,30.432694444,-94.693805556,130.5
16202 WALLSVILLE RD,HOUSTON,HARRIS,19536,Verizon,TX,TOWER,29.814555556,-95.144388889,56.7
SHARP RD WSW OF SR 149,MONTGOMERY,MONTGOMERY,19535,Verizon,TX,TOWER,30.423805556,-95.703555556,97.5
FM 1314 & Creighton Rd.,CONROE,MONTGOMERY,19534,Verizon,TX,TOWER,30.270361111,-95.410222222,78.6
THOMPSON RD INT RT 1097,WILLIS,MONTGOMERY,19533,Verizon,TX,TOWER,30.413611111,-95.514722222,97.5
711 FM1489 (Kooney Rd),BROOKSHIRE,FORT BEND,19532,Verizon,TX,TOWER,29.783333333,-95.967222222,56.6
(Moss Hill site) 11499 Hwy 146N,Liberty,LIBERTY,19531,Verizon,TX,GTOWER,30.168555556,-94.741583333,94.8
2726 US HIGHWAY 59 NORTH  (78006),CORRIGAN,POLK,30131,AT&T,TX,GTOWER,30.977861111,-94.824638889,150.9
8313 FM 149 E   (78028),Richards,GRIMES,30132,AT&T,TX,GTOWER,30.544694444,-95.88375,108.2
20968 FM 943  (83383),KOUNTZE,HARDIN,30133,AT&T,TX,LTOWER,30.522305556,-94.544055556,45.7
"953 Woodtrail, #3  (100546)",Silsbee,HARDIN,30134,AT&T,TX,GTOWER,30.376888889,-94.177277778,107.3
3969 US HIGHWAY 96 NORTH  (64123),JASPER,JASPER,30135,AT&T,TX,GTOWER,30.975555556,-93.990277778,152.1
LOOP 304 AT FARM MARKET 2110  (64121),CROCKETT,HOUSTON,30136,AT&T,TX,GTOWER,31.293611111,-95.481666667,152.4
9008 COUNTY ROAD 204  (56351),PLANTERVILLE,GRIMES,30137,AT&T,TX,GTOWER,30.358388889,-95.834944444,124.4
County Road 4070  (64560),WOODVILLE,TYLER,30138,AT&T,TX,GTOWER,30.83125,-94.254027778,152.1
9852 Texas State Hwy 62   (80792),Buna,JASPER,30139,AT&T,TX,GTOWER,30.309694444,-93.918361111,125
1133 FM 224  (56421),Carlos,GRIMES,30140,AT&T,TX,GTOWER,30.603972222,-96.092527778,146.6
6650 FM 2025  (78029),Coldspring,SAN JACINTO,30141,AT&T,TX,LTOWER,30.47575,-95.133972222,78.6
10592 STATE HIGHWAY 146 SOUTH  (81834),LIVINGSTON,POLK,30142,AT&T,TX,LTOWER,30.596055556,-94.841055556,89.3
350 SLOTT LANE  (56352),NEW WAVERLY,WALKER,30143,AT&T,TX,GTOWER,30.538083333,-95.471694444,123.8
MYRTLE RD. @ DIRDEN RD.  (64109),SHEPHERD,SAN JACINTO,30144,AT&T,TX,LTOWER,30.496944444,-95.006861111,95.7
19337A STATE HWY 6  (77998),Navasota,GRIMES,30145,AT&T,TX,GTOWER,30.249527778,-96.047444444,147.8
11627 8TH STREET  (78002),North Zulch,MADISON,30146,AT&T,TX,GTOWER,30.910472222,-96.109083333,152.4
220 Perego Lane  (78004),Newton,NEWTON,30147,AT&T,TX,GTOWER,30.836138889,-93.747138889,152.4
13253 MAIN STREET  (80785),Chester,TYLER,30148,AT&T,TX,GTOWER,30.917305556,-94.591527778,121.9
0.5 miles SSW of junction of US Route 87 and BR 87,PLAINVIEW,HALE,30320,Verizon,TX,TOWER,34.226055556,-101.713527778,117
1 MI SSW OF INT OF US84 & SR214,MULESHOE,BAILEY,30321,Verizon,TX,TOWER,34.212777778,-102.731666667,120.7
560 GUSHER RD (Levelland site),LEVELLAND,HOCKLEY,30322,Verizon,TX,TOWER,33.593138889,-102.436583333,120.6
5/8 MI WNW HWY 87 & 6TH ST,Tulia,SWISHER,30323,Verizon,TX,TOWER,34.544444444,-101.799444444,53.6
0.5 miles E of State Route 214 & 2 miles S of State Route 213,Denver City,YOAKUM,30324,Verizon,TX,TOWER,33.021777778,-102.809361111,120.7
"0.6 mile E of SR-385, 0.5 mile W of SR-2066, 3.0 miles N of",BROWNFIELD,TERRY,30325,Verizon,TX,TOWER,33.225361111,-102.282416667,120.7
NE EDGE OF TOWN,DIMMITT,CASTRO,30326,Verizon,TX,TOWER,34.556111111,-102.2975,115.5
5 miles wsw of,Tahoka,LYNN,30327,Verizon,TX,TOWER,33.14875,-101.876833333,96.9
3 miles W of Hale Center & 0.5 miles S of State Route 1914,Hale Center,HALE,30328,Verizon,TX,TOWER,34.058138889,-101.893305556,96.3
0.2 miles N of State Route 54 & 1.4 miles E of US Route 84 (Littlefield site),LITTLEFIELD,LAMB,30329,Verizon,TX,TOWER,33.92,-102.298055556,120.7
0.15 miles N of State Route 1842,Springlake,LAMB,30330,Verizon,TX,TOWER,34.267277778,-102.229333333,108.5
3910 Roughneck RD (Sundown site),SUNDOWN,HOCKLEY,30331,Verizon,TX,TOWER,33.436194444,-102.508222222,120.7
0.15 miles E of State Route 214 & 7.05 miles N of US Route 380,PLAINS,YOAKUM,30332,Verizon,TX,TOWER,33.286222222,-102.816888889,151.2
1.55 miles W of State Route 214 & 1.2 miles S of State Route 116,MORTON,COCHRAN,30333,Verizon,TX,TOWER,33.712055556,-102.786055556,120.7
(Friona) 2165 CO RD 20,Friona,PARMER,30334,Verizon,TX,GTOWER,34.608111111,-102.698833333,152.1
775 Highway 60,Bovina,PARMER,30335,Verizon,TX,TOWER,34.499083333,-102.911138889,118.2
620 W Highway 84 (Sudan Site),Sudan,LAMB,30336,Verizon,TX,TOWER,34.072694444,-102.533111111,79.8
"1.02 miles S of SR-114, 0.5 mile E of SR-168, 9.0 miles NW of",Wolfforth,HOCKLEY,30337,Verizon,TX,TOWER,33.568694444,-102.154888889,90.2
1303 East Street (Abernathy site),Abernathy,HALE,30338,Verizon,TX,TOWER,33.836694444,-101.837055556,60.6
0.6 miles W of US Route 87 & 3.1 miles S of State Route 1585,Lubbock,LUBBOCK,30339,Verizon,TX,TOWER,33.432027778,-101.845166667,60.7
1455 HWY 894,SLATON,LUBBOCK,30340,Verizon,TX,TOWER,33.427694444,-101.658527778,79.2
(Kress site) 495 County Road 16,Kress,SWISHER,30341,Verizon,TX,TOWER,34.368166667,-101.723611111,60.9
139 County Road J (TX03_Edmonson),Edmonson,HALE,30342,Verizon,TX,LTOWER,34.300694444,-101.938472222,78
(ODonnell) 411 A STREET,O'Donnell,LYNN,30343,Verizon,TX,GTOWER,32.978722222,-101.832027778,122.5
784 Loop 403 (Progress Site),Farwell,PARMER,30344,Verizon,TX,LTOWER,34.325777778,-102.903166667,59.4
(Road F) 6950 COUNTY ROAD F     (Road F #75610),HAPPY,SWISHER,30345,Verizon,TX,GTOWER,34.675138889,-101.8385,105.8
1593 EAST FARM MARKET 455 (82121),ANNA,COLLIN,30920,AT&T,TX,LTOWER,33.345777778,-96.559222222,59.7
8721A GLEN ROSE HIGHWAY (8491),GRANBURY,HOOD,30921,AT&T,TX,MTOWER,32.336083333,-97.755777778,58.5
29016 FM 429  (55891),TERRELL,KAUFMAN,30923,AT&T,TX,LTOWER,32.807722222,-96.153555556,79.2
16048 FARM MARKET 1778  (79717),NEVADA,COLLIN,30924,AT&T,TX,LTOWER,33.078277778,-96.406166667,60
